song_id,title,artist,version,song_type
37,Love is a Danger Zone,BanYa,Rebirth,arcade
172,Love is a Danger Zone,Banya,Fiesta,shortcut
97,Love is a Danger Zone 2 Full Song,YAHPP,NX,fullsong
79,Love is a Danger Zone pt.2,BanYa,Zero,arcade
173,Love is a Danger Zone pt.2,Banya,Fiesta,shortcut
84,Love is a Danger Zone pt.2 another,BanYa,Zero,arcade
83,Love is a danger zone (try to B.P.M),BanYa,Zero,remix
752,Lucid Dream,Cosmograph,phoenix,arcade
252,Lucid(PIU Edit),Yak Won,Fiesta2,arcade
325,MATADOR,Cranky,Prime,arcade
769,MEGAHEARTZ,DJ Noriken,phoenix,arcade
713,MURDOCH,WONDERTRAVELER Project,phoenix,arcade
558,Macaron Day,HyuN,XX,arcade
283,Mad5cience,Paul Bazooka,Prime,arcade
491,Magical Vacation,SID-SOUND,Prime2,arcade
780,Mahika,The Musical Ghost,phoenix,arcade
38,Maria,BanYa,Rebirth,arcade
261,Mental Rider,SQUAR,Fiesta2,arcade
595,Meteo5cience (GADGET mix),Paul Bazooka,XX,remix
282,Meteorize,Paul Bazooka,Prime,arcade
16,Midnight Blue,BanYa,3rd,arcade
719,Milk,Morimori Atsushi,phoenix,arcade
326,Milky Way Galaxy,3R2,Prime,arcade
49,Miss S'Story,BanYa,Rebirth,arcade
39,Mission Possible,BanYa,Rebirth,arcade
156,Mission Possible -Blow Back-,Banya Production,Fiesta,arcade
344,Mitotsudaira,ETIA.,Prime,arcade
339,Moment Day,MAX,Prime,arcade
102,Money,Banya Production,NX2,arcade
61,Monkey Finger,BanYa,Exceed,arcade
113,Monkey Fingers,Banya Production,NX2,remix
103,Monkey Fingers 2,Banya Production,NX2,arcade
221,Monolith,Affinity,Fiesta2,arcade
77,Moonlight,BanYa,Zero,arcade
178,Moonlight,Banya,Fiesta,shortcut
686,Mopemope,LeaF,XX,arcade
297,Move That Body!,DM Ashura feat. Skizzo & Hanna,Prime,arcade
371,Move That Body!,DM Ashura feat. Skizzo & Hanna,Prime,fullsong
381,Move That Body!,DM Ashura feat. Skizzo & Hanna,Prime,shortcut
24,Mr.Larpus,BanYa,3rdSE,arcade
778,Murdoch vs Otada,ESPITZ vs WONDERTRAVELER Project,phoenix,arcade
843,Murdoch vs Otada - SHORT CUT -,ESPITZ vs WONDERTRAVELER Project,phoenix,shortcut
123,My Dreams,Banya Production,NXA,arcade
40,My Way,BanYa,Rebirth,arcade
26,N,BanYa,PerfectCollection,arcade
181,NX Opening,YAHPP,Fiesta,shortcut
808,Nade Nade,Doin,phoenix,arcade
11,Naissance,BanYa,3rd,arcade
60,Naissance 2,BanYa,Exceed,arcade
506,Nakakapagpabagabag,Dasu feat. Kagamine Len,Prime2,arcade
188,Napalm,Doin,FiestaEX,arcade
204,Native,SHK,FiestaEX,arcade
206,Necromancy,Zircon,FiestaEX,arcade
270,Nemesis,M2U,Prime,arcade
736,Neo Catharsis,TAG underground overlay,phoenix,arcade
820,Neo Catharsis - SHORT CUT -,TAG underground overlay,phoenix,shortcut
806,New Rose,Hommarju,phoenix,arcade
678,Night Duty,A.V.,FiestaEX,arcade
13,Nightmare,BanYa,3rd,arcade
587,Nihilism -Another Ver.-,Nato,XX,arcade
781,Nostalgia,Woody,phoenix,arcade
791,Nyan-turne (feat. KuTiNA),Cashew & Castellia,phoenix,arcade
554,Nyarlathotep,Nato,XX,arcade
580,Nyarlathotep - SHORT CUT -,Nato,XX,shortcut
575,Obelisque,ESTi X M2U,XX,arcade
552,Obliteration,ATAS,XX,arcade
789,Odin,Gram,phoenix,arcade
20,Oh! Rosa!,BanYa,3rdSE,arcade
618,Orbit Stabilizer,DM Ashura,XX,arcade
664,Over the Horizon,Yamajet,XX,arcade
195,Overblow,MAX,FiestaEX,arcade
214,Overblow,MAX,FiestaEX,shortcut
493,Overblow2,MAX,Prime2,arcade
47,Oy Oy Oy,BanYa,Rebirth,arcade
367,PARADOXX,SLAM & NATO,Prime,remix
646,POINT ZERO 2,SYNTHWULF,XX,arcade
355,PRIME,Tatsh,Prime,arcade
382,PRIME Opening,MAX,Prime,shortcut
487,PRIME2 Opening,MAX,Prime2,shortcut
755,PRiMA MATERiA,xi,phoenix,arcade
837,PRiMA MATERiA - SHORT CUT -,xi,phoenix,shortcut
741,PUPA,Morimori Atsushi,phoenix,arcade
159,PaPa hellozing,Banya Production,Fiesta,remix
81,Papa Gonzales,BanYa,Zero,arcade
684,Papasito (feat. KuTiNa) - FULL SONG -,Yakikaze & Cashew,XX,fullsong
599,Papasito feat. KuTiNA,Yakikaze & Cashew,XX,arcade
691,Paradoxx - SHORT CUT -,SLAM & NATO,XX,shortcut
241,Passacaglia,SynthWulf,Fiesta2,arcade
